xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
119.0;0.0;0.0;61.0;1.0;0.0
151.0;0.0;32.0;115.0;1.0;0.0
0.0;163.0;85.0;0.0;0.0;1.0
0.0;0.0;0.0;42.0;0.0;0.0
160.0;0.0;77.0;91.0;1.0;0.0
0.0;131.0;99.0;0.0;0.0;1.0
0.0;0.0;0.0;41.0;0.0;0.0
163.0;0.0;0.0;87.0;1.0;0.0
0.0;106.0;0.0;18.0;0.0;1.0
102.0;0.0;6.0;64.0;1.0;0.0
0.0;114.0;22.0;0.0;0.0;1.0
169.0;0.0;82.0;31.0;1.0;0.0
0.0;0.0;0.0;80.0;0.0;0.0
0.0;124.0;26.0;0.0;0.0;1.0
155.0;0.0;88.0;49.0;1.0;0.0
0.0;0.0;0.0;96.0;0.0;0.0
0.0;144.0;86.0;1.0;0.0;1.0
0.0;0.0;0.0;64.0;0.0;0.0
0.0;110.0;0.0;8.0;0.0;1.0
151.0;0.0;0.0;50.0;1.0;0.0
98.0;0.0;30.0;94.0;1.0;0.0
0.0;150.0;93.0;0.0;0.0;1.0
0.0;0.0;6.0;56.0;0.0;0.0
169.0;0.0;45.0;119.0;1.0;0.0
0.0;169.0;92.0;5.0;0.0;1.0
0.0;0.0;0.0;60.0;0.0;0.0
139.0;0.0;18.0;79.0;1.0;0.0
0.0;136.0;67.0;0.0;0.0;1.0
0.0;0.0;0.0;58.0;0.0;0.0
0.0;101.0;2.0;0.0;0.0;1.0
164.0;0.0;76.0;43.0;1.0;0.0
0.0;0.0;0.0;97.0;0.0;0.0
0.0;129.0;8.0;4.0;0.0;1.0
123.0;0.0;0.0;66.0;1.0;0.0
0.0;99.0;0.0;23.0;0.0;1.0
162.0;0.0;78.0;82.0;1.0;0.0
0.0;0.0;14.0;141.0;0.0;0.0
0.0;169.0;98.0;13.0;0.0;1.0
0.0;0.0;0.0;61.0;0.0;0.0
169.0;0.0;52.0;111.0;1.0;0.0
0.0;157.0;121.0;0.0;0.0;1.0
0.0;0.0;0.0;48.0;0.0;0.0
168.0;0.0;49.0;95.0;1.0;0.0
0.0;143.0;69.0;4.0;0.0;1.0
0.0;0.0;0.0;36.0;0.0;0.0
0.0;91.0;0.0;0.0;0.0;1.0
119.0;0.0;0.0;50.0;1.0;0.0
0.0;97.0;0.0;9.0;0.0;1.0
122.0;0.0;8.0;45.0;1.0;0.0
0.0;89.0;0.0;0.0;0.0;1.0
144.0;0.0;0.0;51.0;1.0;0.0
0.0;87.0;0.0;14.0;0.0;1.0
