xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
135.0;0.0;16.0;36.0;1.0;0.0
142.0;0.0;39.0;62.0;1.0;0.0
0.0;97.0;26.0;8.0;0.0;1.0
142.0;0.0;83.0;40.0;1.0;0.0
0.0;0.0;0.0;78.0;0.0;0.0
0.0;109.0;0.0;0.0;0.0;1.0
134.0;0.0;35.0;35.0;1.0;0.0
142.0;0.0;14.0;76.0;1.0;0.0
0.0;111.0;19.0;0.0;0.0;1.0
142.0;0.0;65.0;33.0;1.0;0.0
142.0;0.0;109.0;62.0;1.0;0.0
0.0;0.0;0.0;95.0;0.0;0.0
0.0;136.0;44.0;0.0;0.0;1.0
141.0;0.0;101.0;29.0;1.0;0.0
0.0;0.0;0.0;54.0;0.0;0.0
0.0;84.0;16.0;5.0;0.0;1.0
129.0;0.0;0.0;35.0;1.0;0.0
0.0;63.0;8.0;10.0;0.0;1.0
142.0;0.0;82.0;48.0;1.0;0.0
0.0;0.0;0.0;84.0;0.0;0.0
0.0;112.0;21.0;5.0;0.0;1.0
142.0;0.0;73.0;41.0;1.0;0.0
0.0;0.0;0.0;65.0;0.0;0.0
0.0;82.0;0.0;2.0;0.0;1.0
142.0;0.0;46.0;31.0;1.0;0.0
0.0;65.0;0.0;6.0;0.0;1.0
142.0;0.0;42.0;28.0;1.0;0.0
142.0;0.0;69.0;61.0;1.0;0.0
0.0;92.0;53.0;0.0;0.0;1.0
142.0;0.0;94.0;35.0;1.0;0.0
0.0;0.0;0.0;53.0;0.0;0.0
0.0;75.0;0.0;0.0;0.0;1.0
132.0;0.0;31.0;19.0;1.0;0.0
142.0;0.0;86.0;46.0;1.0;0.0
0.0;0.0;13.0;85.0;0.0;0.0
0.0;88.0;12.0;39.0;0.0;1.0
142.0;0.0;52.0;72.0;1.0;0.0
142.0;0.0;77.0;114.0;1.0;0.0
0.0;142.0;102.0;1.0;0.0;1.0
0.0;0.0;0.0;47.0;0.0;0.0
142.0;0.0;7.0;80.0;1.0;0.0
0.0;112.0;0.0;8.0;0.0;1.0
142.0;0.0;51.0;33.0;1.0;0.0
0.0;64.0;0.0;3.0;0.0;1.0
142.0;0.0;49.0;42.0;1.0;0.0
0.0;63.0;0.0;7.0;0.0;1.0
142.0;0.0;32.0;43.0;1.0;0.0
0.0;89.0;18.0;0.0;0.0;1.0
142.0;0.0;63.0;26.0;1.0;0.0
142.0;0.0;93.0;52.0;1.0;0.0
0.0;0.0;0.0;77.0;0.0;0.0
0.0;102.0;0.0;0.0;0.0;1.0
