xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
140.0;0.0;21.0;61.0;1.0;0.0
0.0;115.0;17.0;0.0;0.0;1.0
178.0;0.0;85.0;48.0;1.0;0.0
0.0;0.0;0.0;90.0;0.0;0.0
0.0;123.0;40.0;16.0;0.0;1.0
177.0;0.0;108.0;56.0;1.0;0.0
0.0;0.0;9.0;97.0;0.0;0.0
178.0;0.0;24.0;143.0;1.0;0.0
0.0;178.0;96.0;2.0;0.0;1.0
0.0;0.0;0.0;48.0;0.0;0.0
0.0;98.0;0.0;0.0;0.0;1.0
158.0;0.0;49.0;31.0;1.0;0.0
178.0;0.0;107.0;93.0;1.0;0.0
0.0;0.0;0.0;143.0;0.0;0.0
0.0;133.0;0.0;64.0;0.0;1.0
0.0;116.0;9.0;2.0;0.0;1.0
170.0;0.0;102.0;48.0;1.0;0.0
0.0;0.0;0.0;115.0;0.0;0.0
0.0;160.0;23.0;0.0;0.0;1.0
178.0;0.0;116.0;36.0;1.0;0.0
0.0;0.0;0.0;106.0;0.0;0.0
0.0;160.0;35.0;18.0;0.0;1.0
176.0;0.0;108.0;71.0;1.0;0.0
0.0;0.0;0.0;116.0;0.0;0.0
0.0;159.0;65.0;0.0;0.0;1.0
178.0;0.0;121.0;41.0;1.0;0.0
0.0;0.0;0.0;107.0;0.0;0.0
0.0;168.0;84.0;0.0;0.0;1.0
0.0;0.0;0.0;55.0;0.0;0.0
0.0;72.0;0.0;39.0;0.0;1.0
176.0;0.0;90.0;66.0;1.0;0.0
0.0;0.0;3.0;111.0;0.0;0.0
0.0;131.0;21.0;23.0;0.0;1.0
178.0;0.0;113.0;73.0;1.0;0.0
0.0;0.0;0.0;109.0;0.0;0.0
0.0;142.0;12.0;0.0;0.0;1.0
178.0;0.0;83.0;50.0;1.0;0.0
0.0;0.0;0.0;84.0;0.0;0.0
0.0;128.0;26.0;0.0;0.0;1.0
178.0;0.0;136.0;48.0;1.0;0.0
0.0;0.0;0.0;90.0;0.0;0.0
0.0;136.0;0.0;5.0;0.0;1.0
177.0;0.0;69.0;57.0;1.0;0.0
0.0;82.0;42.0;22.0;0.0;1.0
178.0;0.0;97.0;69.0;1.0;0.0
0.0;0.0;0.0;111.0;0.0;0.0
0.0;167.0;88.0;0.0;0.0;1.0
0.0;0.0;0.0;67.0;0.0;0.0
0.0;129.0;41.0;0.0;0.0;1.0
167.0;0.0;91.0;58.0;1.0;0.0
0.0;0.0;0.0;93.0;0.0;0.0
0.0;118.0;0.0;39.0;0.0;1.0
