xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
87.0;0.0;0.0;20.0;1.0;0.0
137.0;0.0;27.0;40.0;1.0;0.0
0.0;71.0;0.0;0.0;0.0;1.0
111.0;0.0;0.0;23.0;1.0;0.0
112.0;0.0;0.0;45.0;1.0;0.0
132.0;0.0;2.0;74.0;1.0;0.0
0.0;101.0;0.0;0.0;0.0;1.0
102.0;0.0;0.0;30.0;1.0;0.0
93.0;0.0;0.0;50.0;1.0;0.0
111.0;0.0;3.0;78.0;1.0;0.0
0.0;105.0;0.0;0.0;0.0;1.0
101.0;0.0;0.0;32.0;1.0;0.0
103.0;0.0;0.0;61.0;1.0;0.0
0.0;100.0;7.0;1.0;0.0;1.0
131.0;0.0;31.0;22.0;1.0;0.0
142.0;0.0;93.0;50.0;1.0;0.0
0.0;0.0;0.0;88.0;0.0;0.0
142.0;0.0;49.0;116.0;1.0;0.0
0.0;141.0;78.0;0.0;0.0;1.0
0.0;0.0;0.0;29.0;0.0;0.0
104.0;0.0;0.0;59.0;1.0;0.0
122.0;0.0;31.0;97.0;1.0;0.0
0.0;134.0;51.0;0.0;0.0;1.0
142.0;0.0;96.0;22.0;1.0;0.0
0.0;0.0;0.0;44.0;0.0;0.0
115.0;0.0;0.0;72.0;1.0;0.0
0.0;95.0;0.0;0.0;0.0;1.0
110.0;0.0;0.0;36.0;1.0;0.0
98.0;0.0;7.0;70.0;1.0;0.0
0.0;102.0;0.0;0.0;0.0;1.0
99.0;0.0;0.0;34.0;1.0;0.0
102.0;0.0;8.0;59.0;1.0;0.0
0.0;93.0;0.0;0.0;0.0;1.0
132.0;0.0;37.0;20.0;1.0;0.0
142.0;0.0;80.0;58.0;1.0;0.0
0.0;0.0;0.0;91.0;0.0;0.0
0.0;111.0;0.0;4.0;0.0;1.0
88.0;0.0;0.0;39.0;1.0;0.0
119.0;0.0;2.0;70.0;1.0;0.0
0.0;106.0;0.0;0.0;0.0;1.0
108.0;0.0;0.0;25.0;1.0;0.0
140.0;0.0;32.0;48.0;1.0;0.0
0.0;74.0;0.0;0.0;0.0;1.0
134.0;0.0;44.0;31.0;1.0;0.0
142.0;0.0;87.0;53.0;1.0;0.0
0.0;0.0;0.0;88.0;0.0;0.0
141.0;0.0;41.0;120.0;1.0;0.0
0.0;142.0;81.0;4.0;0.0;1.0
0.0;0.0;0.0;36.0;0.0;0.0
126.0;0.0;6.0;66.0;1.0;0.0
0.0;97.0;0.0;0.0;0.0;1.0
91.0;0.0;0.0;32.0;1.0;0.0
