xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
123.0;0.0;4.0;61.0;1.0;0.0
0.0;115.0;0.0;0.0;0.0;1.0
123.0;0.0;13.0;48.0;1.0;0.0
132.0;0.0;60.0;90.0;1.0;0.0
0.0;132.0;109.0;7.0;0.0;1.0
0.0;0.0;0.0;47.0;0.0;0.0
131.0;0.0;32.0;88.0;1.0;0.0
0.0;131.0;0.0;3.0;0.0;1.0
132.0;0.0;26.0;40.0;1.0;0.0
0.0;70.0;0.0;16.0;0.0;1.0
132.0;0.0;34.0;66.0;1.0;0.0
0.0;76.0;1.0;21.0;0.0;1.0
132.0;0.0;40.0;77.0;1.0;0.0
0.0;132.0;89.0;9.0;0.0;1.0
0.0;0.0;4.0;50.0;0.0;0.0
132.0;0.0;58.0;78.0;1.0;0.0
0.0;0.0;0.0;124.0;0.0;0.0
0.0;93.0;0.0;99.0;0.0;1.0
0.0;112.0;0.0;41.0;0.0;1.0
0.0;97.0;0.0;6.0;0.0;1.0
132.0;0.0;14.0;51.0;1.0;0.0
0.0;87.0;0.0;26.0;0.0;1.0
132.0;0.0;20.0;84.0;1.0;0.0
0.0;130.0;56.0;2.0;0.0;1.0
132.0;0.0;86.0;44.0;1.0;0.0
0.0;0.0;9.0;103.0;0.0;0.0
0.0;132.0;0.0;29.0;0.0;1.0
0.0;76.0;8.0;7.0;0.0;1.0
132.0;0.0;0.0;61.0;1.0;0.0
0.0;78.0;0.0;19.0;0.0;1.0
132.0;0.0;39.0;63.0;1.0;0.0
0.0;84.0;0.0;38.0;0.0;1.0
0.0;85.0;0.0;1.0;0.0;1.0
132.0;0.0;27.0;54.0;1.0;0.0
0.0;107.0;27.0;7.0;0.0;1.0
132.0;0.0;80.0;56.0;1.0;0.0
0.0;0.0;13.0;102.0;0.0;0.0
0.0;132.0;12.0;10.0;0.0;1.0
132.0;0.0;50.0;62.0;1.0;0.0
0.0;132.0;79.0;12.0;0.0;1.0
0.0;0.0;0.0;73.0;0.0;0.0
0.0;124.0;10.0;10.0;0.0;1.0
132.0;0.0;45.0;59.0;1.0;0.0
132.0;0.0;59.0;97.0;1.0;0.0
0.0;0.0;0.0;167.0;0.0;0.0
0.0;125.0;0.0;89.0;0.0;1.0
0.0;131.0;29.0;7.0;0.0;1.0
132.0;0.0;79.0;56.0;1.0;0.0
0.0;0.0;0.0;102.0;0.0;0.0
0.0;101.0;0.0;60.0;0.0;1.0
0.0;93.0;0.0;22.0;0.0;1.0
0.0;73.0;0.0;0.0;0.0;1.0
