xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
128.0;0.0;9.0;36.0;1.0;0.0
159.0;0.0;49.0;62.0;1.0;0.0
0.0;70.0;9.0;35.0;0.0;1.0
159.0;0.0;83.0;67.0;1.0;0.0
0.0;0.0;0.0;105.0;0.0;0.0
0.0;109.0;0.0;27.0;0.0;1.0
159.0;0.0;60.0;62.0;1.0;0.0
0.0;103.0;0.0;0.0;0.0;1.0
157.0;0.0;51.0;35.0;1.0;0.0
159.0;0.0;114.0;68.0;1.0;0.0
0.0;0.0;16.0;97.0;0.0;0.0
0.0;130.0;37.0;0.0;0.0;1.0
159.0;0.0;95.0;25.0;1.0;0.0
0.0;0.0;0.0;52.0;0.0;0.0
152.0;0.0;50.0;80.0;1.0;0.0
0.0;63.0;0.0;49.0;0.0;1.0
159.0;0.0;21.0;68.0;1.0;0.0
0.0;104.0;0.0;0.0;0.0;1.0
143.0;0.0;46.0;25.0;1.0;0.0
159.0;0.0;95.0;56.0;1.0;0.0
0.0;0.0;0.0;90.0;0.0;0.0
0.0;102.0;29.0;18.0;0.0;1.0
159.0;0.0;72.0;39.0;1.0;0.0
0.0;0.0;0.0;74.0;0.0;0.0
0.0;115.0;30.0;0.0;0.0;1.0
159.0;0.0;89.0;34.0;1.0;0.0
0.0;0.0;0.0;67.0;0.0;0.0
155.0;0.0;21.0;97.0;1.0;0.0
0.0;126.0;37.0;0.0;0.0;1.0
159.0;0.0;91.0;21.0;1.0;0.0
0.0;0.0;1.0;44.0;0.0;0.0
159.0;0.0;50.0;70.0;1.0;0.0
159.0;0.0;82.0;110.0;1.0;0.0
0.0;0.0;0.0;140.0;0.0;0.0
0.0;150.0;43.0;22.0;0.0;1.0
159.0;0.0;81.0;58.0;1.0;0.0
0.0;0.0;0.0;85.0;0.0;0.0
0.0;117.0;20.0;0.0;0.0;1.0
159.0;0.0;56.0;27.0;1.0;0.0
0.0;0.0;0.0;64.0;0.0;0.0
159.0;0.0;42.0;89.0;1.0;0.0
0.0;115.0;57.0;12.0;0.0;1.0
159.0;0.0;78.0;36.0;1.0;0.0
0.0;0.0;0.0;72.0;0.0;0.0
0.0;89.0;17.0;0.0;0.0;1.0
159.0;0.0;67.0;27.0;1.0;0.0
159.0;0.0;122.0;62.0;1.0;0.0
0.0;0.0;0.0;79.0;0.0;0.0
0.0;106.0;6.0;6.0;0.0;1.0
137.0;0.0;59.0;21.0;1.0;0.0
0.0;0.0;0.0;54.0;0.0;0.0
0.0;91.0;0.0;0.0;0.0;1.0
