xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
141.0;0.0;22.0;61.0;1.0;0.0
146.0;0.0;49.0;115.0;1.0;0.0
0.0;146.0;85.0;17.0;0.0;1.0
0.0;0.0;0.0;59.0;0.0;0.0
133.0;0.0;50.0;108.0;1.0;0.0
0.0;146.0;87.0;2.0;0.0;1.0
146.0;0.0;134.0;43.0;1.0;0.0
146.0;0.0;117.0;89.0;1.0;0.0
0.0;0.0;11.0;126.0;0.0;0.0
0.0;146.0;61.0;26.0;0.0;1.0
146.0;0.0;109.0;76.0;1.0;0.0
0.0;0.0;0.0;107.0;0.0;0.0
0.0;144.0;38.0;26.0;0.0;1.0
146.0;0.0;100.0;78.0;1.0;0.0
0.0;0.0;0.0;138.0;0.0;0.0
0.0;133.0;40.0;71.0;0.0;1.0
146.0;0.0;61.0;115.0;1.0;0.0
0.0;146.0;91.0;12.0;0.0;1.0
146.0;0.0;126.0;62.0;1.0;0.0
0.0;0.0;44.0;116.0;0.0;0.0
0.0;146.0;52.0;10.0;0.0;1.0
146.0;0.0;80.0;54.0;1.0;0.0
0.0;0.0;14.0;96.0;0.0;0.0
0.0;146.0;85.0;6.0;0.0;1.0
0.0;0.0;0.0;59.0;0.0;0.0
146.0;0.0;38.0;116.0;1.0;0.0
0.0;143.0;117.0;32.0;0.0;1.0
0.0;0.0;0.0;73.0;0.0;0.0
0.0;135.0;13.0;0.0;0.0;1.0
0.0;0.0;0.0;47.0;0.0;0.0
140.0;0.0;30.0;100.0;1.0;0.0
0.0;146.0;93.0;6.0;0.0;1.0
0.0;0.0;0.0;53.0;0.0;0.0
135.0;0.0;43.0;87.0;1.0;0.0
0.0;134.0;92.0;0.0;0.0;1.0
0.0;0.0;18.0;63.0;0.0;0.0
146.0;0.0;27.0;108.0;1.0;0.0
0.0;146.0;63.0;19.0;0.0;1.0
146.0;0.0;116.0;65.0;1.0;0.0
0.0;0.0;0.0;109.0;0.0;0.0
0.0;145.0;57.0;12.0;0.0;1.0
0.0;0.0;0.0;65.0;0.0;0.0
142.0;0.0;60.0;104.0;1.0;0.0
0.0;146.0;113.0;0.0;0.0;1.0
0.0;0.0;0.0;44.0;0.0;0.0
135.0;0.0;19.0;87.0;1.0;0.0
0.0;130.0;67.0;10.0;0.0;1.0
146.0;0.0;102.0;49.0;1.0;0.0
0.0;0.0;10.0;100.0;0.0;0.0
0.0;146.0;67.0;0.0;0.0;1.0
146.0;0.0;117.0;37.0;1.0;0.0
0.0;0.0;0.0;94.0;0.0;0.0
