xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
119.0;0.0;0.0;36.0;1.0;0.0
132.0;0.0;13.0;62.0;1.0;0.0
0.0;97.0;0.0;8.0;0.0;1.0
168.0;0.0;83.0;40.0;1.0;0.0
0.0;0.0;0.0;78.0;0.0;0.0
0.0;109.0;0.0;0.0;0.0;1.0
99.0;0.0;0.0;35.0;1.0;0.0
163.0;0.0;0.0;76.0;1.0;0.0
0.0;111.0;5.0;0.0;0.0;1.0
91.0;0.0;0.0;33.0;1.0;0.0
112.0;0.0;14.0;62.0;1.0;0.0
0.0;95.0;0.0;0.0;0.0;1.0
127.0;0.0;4.0;29.0;1.0;0.0
168.0;0.0;19.0;66.0;1.0;0.0
0.0;105.0;52.0;0.0;0.0;1.0
0.0;0.0;0.0;25.0;0.0;0.0
168.0;0.0;59.0;44.0;1.0;0.0
0.0;76.0;57.0;0.0;0.0;1.0
0.0;0.0;0.0;44.0;0.0;0.0
117.0;0.0;20.0;76.0;1.0;0.0
0.0;116.0;6.0;0.0;0.0;1.0
168.0;0.0;54.0;33.0;1.0;0.0
0.0;0.0;0.0;57.0;0.0;0.0
91.0;0.0;0.0;85.0;1.0;0.0
0.0;112.0;6.0;0.0;0.0;1.0
134.0;0.0;64.0;27.0;1.0;0.0
0.0;0.0;0.0;54.0;0.0;0.0
0.0;91.0;6.0;0.0;0.0;1.0
150.0;0.0;63.0;30.0;1.0;0.0
0.0;0.0;0.0;54.0;0.0;0.0
117.0;0.0;6.0;84.0;1.0;0.0
0.0;118.0;26.0;0.0;0.0;1.0
168.0;0.0;85.0;25.0;1.0;0.0
0.0;0.0;0.0;48.0;0.0;0.0
154.0;0.0;61.0;81.0;1.0;0.0
0.0;117.0;97.0;0.0;0.0;1.0
0.0;0.0;0.0;27.0;0.0;0.0
153.0;0.0;38.0;61.0;1.0;0.0
0.0;85.0;0.0;0.0;0.0;1.0
112.0;0.0;0.0;16.0;1.0;0.0
156.0;0.0;17.0;55.0;1.0;0.0
0.0;84.0;0.0;0.0;0.0;1.0
146.0;0.0;40.0;25.0;1.0;0.0
0.0;57.0;24.0;0.0;0.0;1.0
168.0;0.0;91.0;27.0;1.0;0.0
0.0;0.0;0.0;58.0;0.0;0.0
125.0;0.0;0.0;86.0;1.0;0.0
0.0;112.0;3.0;1.0;0.0;1.0
146.0;0.0;42.0;23.0;1.0;0.0
168.0;0.0;110.0;53.0;1.0;0.0
0.0;0.0;0.0;83.0;0.0;0.0
0.0;107.0;0.0;0.0;0.0;1.0
