xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
114.0;0.0;10.000000000000002;46.0;1.0;0.0
0.0;98.0;0.0;0.0;0.0;1.0
119.0;0.0;31.0;47.0;1.0;0.0
154.0;0.0;77.0;81.0;1.0;0.0
0.0;125.0;97.0;7.0;0.0;1.0
0.0;0.0;0.0;66.0;0.0;0.0
0.0;107.0;0.0;0.0;0.0;1.0
114.00000000000001;0.0;1.000000000000013;43.0;1.0;0.0
154.0;0.0;55.000000000000014;93.0;1.0;0.0
0.0;145.0;93.00000000000001;0.0;0.0;1.0
0.0;0.0;0.0;44.0;0.0;0.0
117.0;0.0;15.000000000000005;87.0;1.0;0.0
0.0;125.0;36.0;5.773159728050814e-15;0.0;1.0
154.0;0.0;92.99999999999999;45.00000000000001;1.0;0.0
0.0;0.0;0.0;83.0;0.0;0.0
153.0;0.0;36.999999999999964;127.00000000000004;1.0;0.0
0.0;154.00000000000006;85.00000000000003;16.999999999999996;0.0;1.0
0.0;1.1102230246251565e-16;1.554312234475219e-14;53.99999999999999;0.0;0.0
0.0;105.0000000000018;1.0000000000018228;0.0;0.0;1.0
107.99999999999815;0.0;0.0;41.99999999999818;1.0;0.0
114.0;0.0;0.0;81.99999999999818;1.0;0.0
0.0;99.99999999999818;7.999999999998173;42.0;0.0;1.0
125.00000000000183;0.0;25.0;112.0;1.0;0.0
0.0;154.0;90.0;0.0;0.0;1.0
0.0;0.0;0.0;54.99999999999999;0.0;0.0
0.0;110.0;0.0;4.0;0.0;1.0
113.0;0.0;3.999999999999962;48.0;1.0;0.0
0.0;120.0;0.0;0.0;0.0;1.0
117.99999999999999;0.0;21.999999999999986;53.0;1.0;0.0
0.0;93.00000000000001;0.0;7.999999999999982;0.0;1.0
154.0;0.0;55.0;68.99999999999999;1.0;0.0
0.0;126.0;80.0;0.0;0.0;1.0
0.0;0.0;0.0;54.0;0.0;0.0
0.0;90.0;1.0;25.000000000000007;0.0;1.0
114.0;0.0;0.0;48.00000000000001;1.0;0.0
0.0;105.0;0.0;0.0;0.0;1.0
97.00000000000007;0.0;4.000000000000114;51.0;1.0;0.0
153.9999999999999;0.0;43.0;104.0;1.0;0.0
0.0;154.0;88.0;9.000000000000021;0.0;1.0
0.0;0.0;0.0;47.00000000000002;0.0;0.0
110.0;0.0;0.0;106.00000000000003;1.0;0.0
0.0;152.00000000000003;50.00000000000003;0.0;0.0;1.0
142.99999999999997;0.0;90.0;44.99999999999999;1.0;0.0
0.0;0.0;0.0;97.0;0.0;0.0
0.0;152.0;45.99999999999999;0.0;0.0;1.0
147.0;0.0;92.0;58.0;1.0;0.0
0.0;0.0;0.0;95.0;0.0;0.0
0.0;142.0;35.0;0.0;0.0;1.0
154.0;0.0;94.0;46.999999999999986;1.0;0.0
0.0;0.0;0.0;90.99999999999999;0.0;0.0
0.0;98.0;0.0;56.999999999999986;0.0;1.0
0.0;96.99999999999997;0.0;1.4210854715202004e-14;0.0;1.0
