xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
131.0;0.0;12.0;36.0;1.0;0.0
131.0;0.0;24.0;62.0;1.0;0.0
131.0;0.0;45.0;105.0;1.0;0.0
0.0;123.0;83.0;14.0;0.0;1.0
0.0;0.0;0.0;52.0;0.0;0.0
131.0;0.0;22.0;83.0;1.0;0.0
131.0;0.0;54.0;118.0;1.0;0.0
0.0;125.0;16.0;34.0;0.0;1.0
131.0;0.0;41.0;69.0;1.0;0.0
131.0;0.0;76.0;102.0;1.0;0.0
0.0;131.0;109.0;0.0;0.0;1.0
0.0;0.0;0.0;33.0;0.0;0.0
122.0;0.0;0.0;64.0;1.0;0.0
131.0;0.0;40.0;94.0;1.0;0.0
0.0;129.0;61.0;0.0;0.0;1.0
0.0;0.0;12.0;38.0;0.0;0.0
131.0;0.0;33.0;67.0;1.0;0.0
131.0;0.0;76.0;99.0;1.0;0.0
0.0;0.0;0.0;134.0;0.0;0.0
0.0;131.0;9.0;40.0;0.0;1.0
110.0;0.0;27.0;78.0;1.0;0.0
131.0;0.0;57.0;111.0;1.0;0.0
0.0;131.0;80.0;11.0;0.0;1.0
0.0;0.0;0.0;35.0;0.0;0.0
126.0;0.0;53.0;65.0;1.0;0.0
131.0;0.0;86.0;100.0;1.0;0.0
0.0;0.0;0.0;132.0;0.0;0.0
0.0;131.0;59.0;28.0;0.0;1.0
131.0;0.0;58.0;54.0;1.0;0.0
131.0;0.0;67.0;83.0;1.0;0.0
0.0;0.0;10.0;97.0;0.0;0.0
0.0;131.0;45.0;2.0;0.0;1.0
131.0;0.0;55.0;35.0;1.0;0.0
131.0;0.0;98.0;71.0;1.0;0.0
0.0;0.0;6.0;83.0;0.0;0.0
131.0;0.0;56.0;111.0;1.0;0.0
0.0;131.0;87.0;2.0;0.0;1.0
0.0;0.0;0.0;33.0;0.0;0.0
128.0;0.0;0.0;63.0;1.0;0.0
128.0;0.0;41.0;93.0;1.0;0.0
131.0;0.0;34.0;121.0;1.0;0.0
0.0;131.0;53.0;21.0;0.0;1.0
131.0;0.0;99.0;53.0;1.0;0.0
0.0;0.0;22.0;83.0;0.0;0.0
131.0;0.0;61.0;111.0;1.0;0.0
0.0;131.0;116.0;7.0;0.0;1.0
0.0;0.0;0.0;48.0;0.0;0.0
129.0;0.0;43.0;76.0;1.0;0.0
131.0;0.0;68.0;101.0;1.0;0.0
0.0;131.0;106.0;5.0;0.0;1.0
0.0;0.0;0.0;23.0;0.0;0.0
114.0;0.0;0.0;41.0;1.0;0.0
