xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
157.0;0.0;38.0;61.0;1.0;0.0
0.0;115.0;34.0;0.0;0.0;1.0
161.0;0.0;85.0;48.0;1.0;0.0
0.0;0.0;0.0;90.0;0.0;0.0
0.0;139.0;56.0;0.0;0.0;1.0
154.0;0.0;101.0;40.0;1.0;0.0
0.0;0.0;2.0;81.0;0.0;0.0
161.0;0.0;0.0;127.0;1.0;0.0
0.0;161.0;55.0;3.0;0.0;1.0
139.0;0.0;98.0;49.0;1.0;0.0
0.0;0.0;0.0;99.0;0.0;0.0
0.0;109.0;0.0;21.0;0.0;1.0
152.0;0.0;61.0;73.0;1.0;0.0
0.0;123.0;81.0;0.0;0.0;1.0
0.0;0.0;0.0;47.0;0.0;0.0
147.0;0.0;10.0;101.0;1.0;0.0
0.0;135.0;0.0;13.0;0.0;1.0
161.0;0.0;82.0;56.0;1.0;0.0
0.0;107.0;75.0;0.0;0.0;1.0
0.0;0.0;0.0;64.0;0.0;0.0
0.0;121.0;6.0;4.0;0.0;1.0
149.0;0.0;49.0;43.0;1.0;0.0
161.0;0.0;96.0;86.0;1.0;0.0
0.0;0.0;0.0;142.0;0.0;0.0
0.0;111.0;0.0;61.0;0.0;1.0
0.0;114.0;0.0;5.0;0.0;1.0
161.0;0.0;54.0;55.0;1.0;0.0
161.0;0.0;101.0;84.0;1.0;0.0
0.0;0.0;23.0;110.0;0.0;0.0
0.0;153.0;119.0;24.0;0.0;1.0
0.0;0.0;0.0;101.0;0.0;0.0
0.0;152.0;37.0;13.0;0.0;1.0
161.0;0.0;104.0;62.0;1.0;0.0
0.0;0.0;0.0;107.0;0.0;0.0
0.0;159.0;16.0;2.0;0.0;1.0
161.0;0.0;84.0;61.0;1.0;0.0
0.0;0.0;0.0;100.0;0.0;0.0
0.0;93.0;0.0;68.0;0.0;1.0
0.0;109.0;0.0;0.0;0.0;1.0
161.0;0.0;30.0;46.0;1.0;0.0
0.0;85.0;11.0;21.0;0.0;1.0
161.0;0.0;101.0;56.0;1.0;0.0
0.0;0.0;0.0;94.0;0.0;0.0
0.0;137.0;0.0;18.0;0.0;1.0
0.0;74.0;21.0;0.0;0.0;1.0
161.0;0.0;93.0;64.0;1.0;0.0
0.0;0.0;0.0;104.0;0.0;0.0
0.0;153.0;37.0;0.0;0.0;1.0
151.0;0.0;82.0;45.0;1.0;0.0
0.0;0.0;0.0;90.0;0.0;0.0
0.0;125.0;0.0;14.0;0.0;1.0
0.0;54.0;0.0;4.0;0.0;1.0
