xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
135.0;0.0;31.0;46.0;1.0;0.0
165.0;0.0;88.0;98.0;1.0;0.0
0.0;0.0;0.0;145.0;0.0;0.0
0.0;165.0;57.0;14.0;0.0;1.0
145.0;0.0;97.0;65.0;1.0;0.0
0.0;0.0;0.0;124.0;0.0;0.0
0.0;165.0;58.0;0.0;0.0;1.0
155.0;0.0;100.0;43.0;1.0;0.0
0.0;0.0;0.0;93.0;0.0;0.0
137.0;0.0;30.0;145.0;1.0;0.0
0.0;165.0;102.0;24.0;0.0;1.0
0.0;0.0;0.0;67.0;0.0;0.0
144.0;0.0;42.0;113.0;1.0;0.0
0.0;158.0;102.0;0.0;0.0;1.0
0.0;0.0;18.0;43.0;0.0;0.0
165.0;0.0;88.0;98.0;1.0;0.0
0.0;0.0;0.0;146.0;0.0;0.0
0.0;162.0;61.0;30.0;0.0;1.0
152.0;0.0;101.0;81.0;1.0;0.0
0.0;0.0;0.0;114.0;0.0;0.0
0.0;165.0;65.0;2.0;0.0;1.0
165.0;0.0;116.0;71.0;1.0;0.0
0.0;0.0;30.0;113.0;0.0;0.0
0.0;165.0;94.0;0.0;0.0;1.0
0.0;0.0;0.0;30.0;0.0;0.0
114.0;0.0;0.0;77.0;1.0;0.0
147.0;0.0;40.0;139.0;1.0;0.0
0.0;165.0;93.0;26.0;0.0;1.0
0.0;0.0;0.0;71.0;0.0;0.0
160.0;0.0;59.0;133.0;1.0;0.0
0.0;165.0;130.0;17.0;0.0;1.0
0.0;0.0;22.0;75.0;0.0;0.0
165.0;0.0;94.0;110.0;1.0;0.0
0.0;0.0;5.0;156.0;0.0;0.0
0.0;165.0;74.0;62.0;0.0;1.0
165.0;0.0;142.0;119.0;1.0;0.0
0.0;0.0;28.0;151.0;0.0;0.0
0.0;165.0;96.0;43.0;0.0;1.0
0.0;0.0;0.0;92.0;0.0;0.0
163.0;0.0;71.0;133.0;1.0;0.0
0.0;165.0;138.0;33.0;0.0;1.0
0.0;0.0;51.0;81.0;0.0;0.0
165.0;0.0;121.0;138.0;1.0;0.0
0.0;0.0;22.0;190.0;0.0;0.0
165.0;0.0;90.0;235.0;1.0;0.0
0.0;0.0;0.0;291.0;0.0;0.0
142.0;0.0;58.0;342.0;1.0;0.0
165.0;0.0;102.0;402.0;1.0;0.0
0.0;0.0;0.0;457.0;0.0;0.0
156.0;0.0;54.0;486.0;1.0;0.0
165.0;0.0;115.0;504.0;1.0;0.0
0.0;0.0;0.0;540.0;0.0;0.0
