xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
114.0;0.0;27.0;20.0;1.0;0.0
146.0;0.0;63.0;40.0;1.0;0.0
146.0;0.0;111.0;71.0;1.0;0.0
0.0;0.0;0.0;94.0;0.0;0.0
0.0;115.0;3.0;1.0;0.0;1.0
133.0;0.0;6.0;30.0;1.0;0.0
146.0;0.0;49.0;57.0;1.0;0.0
146.0;0.0;93.0;87.0;1.0;0.0
0.0;0.0;0.0;107.0;0.0;0.0
0.0;121.0;13.0;14.0;0.0;1.0
146.0;0.0;51.0;41.0;1.0;0.0
146.0;0.0;96.0;73.0;1.0;0.0
0.0;0.0;0.0;101.0;0.0;0.0
0.0;96.0;0.0;33.0;0.0;1.0
142.0;0.0;52.0;58.0;1.0;0.0
146.0;0.0;88.0;94.0;1.0;0.0
0.0;0.0;7.0;129.0;0.0;0.0
0.0;146.0;49.0;12.0;0.0;1.0
146.0;0.0;101.0;31.0;1.0;0.0
0.0;0.0;0.0;60.0;0.0;0.0
0.0;90.0;2.0;0.0;0.0;1.0
146.0;0.0;57.0;31.0;1.0;0.0
146.0;0.0;93.0;56.0;1.0;0.0
0.0;0.0;0.0;81.0;0.0;0.0
0.0;112.0;0.0;0.0;0.0;1.0
120.0;0.0;25.0;34.0;1.0;0.0
146.0;0.0;79.0;60.0;1.0;0.0
0.0;0.0;4.0;96.0;0.0;0.0
0.0;122.0;26.0;6.0;0.0;1.0
146.0;0.0;60.0;39.0;1.0;0.0
146.0;0.0;106.0;72.0;1.0;0.0
0.0;0.0;0.0;101.0;0.0;0.0
0.0;110.0;8.0;19.0;0.0;1.0
146.0;0.0;45.0;47.0;1.0;0.0
146.0;0.0;98.0;79.0;1.0;0.0
0.0;0.0;9.0;113.0;0.0;0.0
0.0;146.0;42.0;3.0;0.0;1.0
146.0;0.0;91.0;32.0;1.0;0.0
0.0;0.0;0.0;66.0;0.0;0.0
146.0;0.0;50.0;92.0;1.0;0.0
0.0;109.0;57.0;1.0;0.0;1.0
146.0;0.0;97.0;26.0;1.0;0.0
0.0;0.0;0.0;59.0;0.0;0.0
146.0;0.0;28.0;86.0;1.0;0.0
146.0;0.0;84.0;123.0;1.0;0.0
0.0;131.0;101.0;13.0;0.0;1.0
0.0;0.0;0.0;42.0;0.0;0.0
146.0;0.0;48.0;69.0;1.0;0.0
146.0;0.0;88.0;96.0;1.0;0.0
0.0;0.0;1.0;130.0;0.0;0.0
0.0;100.0;0.0;59.0;0.0;1.0
0.0;91.0;0.0;0.0;0.0;1.0
