xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
144.10576923076923;0.0;57.105769230769226;20.0;1.0;0.0
150.89423076923077;0.0;98.0;40.0;1.0;0.0
0.0;0.0;0.0;71.0;0.0;0.0
111.0;0.0;0.0;94.0;1.0;0.0
0.0;116.0;4.0;0.0;0.0;1.0
126.0;0.0;0.0;29.0;1.0;0.0
147.10576923076923;0.0;44.105769230769226;56.0;1.0;0.0
150.89423076923077;0.0;93.0;86.0;1.0;0.0
0.0;0.0;0.0;106.0;0.0;0.0
0.0;126.89423076923077;18.894230769230774;7.105769230769226;0.0;1.0
142.21153846153845;0.0;53.105769230769226;34.105769230769226;1.0;0.0
150.89423076923077;0.0;103.0;66.10576923076923;1.0;0.0
0.0;0.0;0.0;95.10576923076923;0.0;0.0
0.0;129.10576923076923;36.105769230769226;6.0;0.0;1.0
150.89423076923077;0.0;80.0;27.0;1.0;0.0
0.0;0.0;0.0;55.0;0.0;0.0
0.0;93.0;0.0;0.0;0.0;1.0
132.10576923076923;0.0;39.105769230769226;28.0;1.0;0.0
150.89423076923077;0.0;78.0;53.0;1.0;0.0
0.0;0.0;0.0;82.0;0.0;0.0
0.0;112.0;8.0;0.0;0.0;1.0
143.10576923076923;0.0;60.105769230769226;38.0;1.0;0.0
150.89423076923077;0.0;97.0;75.0;1.0;0.0
0.0;0.0;0.0;97.0;0.0;0.0
0.0;113.10576923076923;17.105769230769226;5.894230769230774;0.0;1.0
97.89423076923077;0.0;0.0;33.894230769230774;1.0;0.0
145.31730769230768;0.0;50.31730769230768;56.894230769230774;1.0;0.0
150.89423076923077;0.0;91.21153846153845;92.89423076923077;1.0;0.0
0.0;0.0;0.2115384615384528;126.89423076923077;0.0;0.0
0.0;150.89423076923077;42.105769230769226;8.0;0.0;1.0
150.89423076923077;0.0;94.0;42.0;1.0;0.0
0.0;0.0;0.0;67.0;0.0;0.0
0.0;101.0;0.0;0.0;0.0;1.0
123.10576923076923;0.0;28.105769230769226;20.0;1.0;0.0
150.89423076923077;0.0;80.0;58.0;1.0;0.0
0.0;0.0;0.0;91.0;0.0;0.0
0.0;111.0;0.0;4.0;0.0;1.0
88.0;0.0;0.0;39.0;1.0;0.0
119.0;0.0;2.0;70.0;1.0;0.0
0.0;106.0;0.0;0.0;0.0;1.0
108.0;0.0;0.0;25.0;1.0;0.0
140.0;0.0;32.0;48.0;1.0;0.0
0.0;74.0;0.0;0.0;0.0;1.0
125.10576923076923;0.0;35.105769230769226;31.0;1.0;0.0
150.89423076923077;0.0;87.0;53.0;1.0;0.0
0.0;0.0;0.0;88.0;0.0;0.0
137.0;0.0;37.0;120.0;1.0;0.0
0.0;146.0;81.0;0.0;0.0;1.0
0.0;0.0;0.0;32.0;0.0;0.0
130.0;0.0;10.0;62.0;1.0;0.0
0.0;93.0;0.0;0.0;0.0;1.0
91.0;0.0;0.0;32.0;1.0;0.0
