xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
114.3846153846152;0.0;10.384615384615202;46.0;1.0;0.0
148.6153846153846;0.0;50.999999999999815;98.0;1.0;0.0
0.0;145.0;108.0;0.0;0.0;1.0
0.0;0.0;0.0;33.999999999999815;0.0;0.0
105.0;0.0;0.0;85.0;1.0;0.0
0.0;101.7692307692308;4.769230769230802;42.2307692307692;0.0;1.0
102.2307692307692;0.0;0.0;83.2307692307692;1.0;0.0
0.0;112.99999999999997;0.0;13.230769230769226;0.0;1.0
104.76923076923092;0.0;4.769230769230916;63.230769230769226;1.0;0.0
148.61538461538447;0.0;46.38461538461539;115.23076923076923;1.0;0.0
0.0;148.6153846153846;102.0;10.615384615384613;0.0;1.0
0.0;0.0;0.0;53.61538461538461;0.0;0.0
138.3846153846154;0.0;30.384615384615387;97.61538461538461;1.0;0.0
0.0;148.6153846153846;84.0;0.0;0.0;1.0
0.0;0.0;0.0;49.0;0.0;0.0
116.38461538461539;0.0;32.384615384615394;105.0;1.0;0.0
0.0;148.6153846153846;87.0;3.3846153846153015;0.0;1.0
0.0;0.0;0.0;54.3846153846153;0.0;0.0
0.0;88.0;0.0;22.3846153846153;0.0;1.0
94.76923076923087;0.0;3.769230769230859;55.3846153846153;1.0;0.0
148.6153846153846;0.0;49.38461538461547;102.38461538461536;1.0;0.0
0.0;148.38461538461536;94.76923076923083;0.0;0.0;1.0
0.0;0.0;0.7692307692307825;40.0;0.0;0.0
148.6153846153846;0.0;39.38461538461539;98.0;1.0;0.0
0.0;148.6153846153846;91.0;17.384615384615387;0.0;1.0
0.0;0.0;0.0;58.38461538461539;0.0;0.0
122.76923076923073;0.0;9.769230769230736;96.38461538461539;1.0;0.0
0.0;148.61538461538458;61.38461538461527;9.769230769230807;0.0;1.0
148.6153846153846;0.0;108.99999999999997;40.76923076923081;1.0;0.0
0.0;0.0;0.0;94.7692307692308;0.0;0.0
0.0;120.00000000000003;5.000000000000028;32.769230769230774;0.0;1.0
94.99999999999997;0.0;0.0;89.76923076923077;1.0;0.0
0.0;134.3846153846154;43.38461538461539;5.384615384615387;0.0;1.0
148.6153846153846;0.0;94.0;54.38461538461539;1.0;0.0
0.0;0.0;0.0;98.38461538461539;0.0;0.0
0.0;138.3846153846154;45.38461538461538;0.0;0.0;1.0
148.6153846153846;0.0;100.0;32.0;1.0;0.0
0.0;0.0;0.0;81.0;0.0;0.0
0.0;108.0;0.0;11.0;0.0;1.0
97.00000000000003;0.0;0.0;60.0;1.0;0.0
0.0;104.0;0.0;0.0;0.0;1.0
128.7692307692308;0.0;23.769230769230802;55.0;1.0;0.0
148.61538461538458;0.0;43.38461538461539;105.0;1.0;0.0
0.0;148.6153846153846;99.0;17.384615384615387;0.0;1.0
0.0;0.0;0.0;78.38461538461537;0.0;0.0
145.38461538461542;0.0;44.38461538461541;128.38461538461536;1.0;0.0
0.0;148.6153846153846;93.0;21.769230769230756;0.0;1.0
0.0;0.0;0.0;75.76923076923076;0.0;0.0
115.3846153846153;0.0;10.384615384615351;113.76923076923076;1.0;0.0
0.0;148.61538461538458;75.99999999999996;16.15384615384619;0.0;1.0
0.0;0.0;0.0;53.15384615384619;0.0;0.0
0.0;93.0;0.0;7.153846153846189;0.0;1.0
