xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
119.0;0.0;0.0;36.0;1.0;0.0
149.7403846153846;0.0;30.740384615384613;62.0;1.0;0.0
0.0;97.0;17.740384615384613;8.0;0.0;1.0
150.2596153846154;0.0;83.0;40.0;1.0;0.0
0.0;0.0;0.0;78.0;0.0;0.0
0.0;109.0;0.0;0.0;0.0;1.0
111.74038461538461;0.0;12.740384615384613;35.0;1.0;0.0
150.2596153846154;0.0;0.0;76.0;1.0;0.0
0.0;106.0;0.0;5.0;0.0;1.0
96.0;0.0;0.0;38.0;1.0;0.0
148.7403846153846;0.0;50.74038461538461;67.0;1.0;0.0
0.0;91.0;32.74038461538461;9.0;0.0;1.0
150.2596153846154;0.0;81.0;41.0;1.0;0.0
0.0;0.0;0.0;75.0;0.0;0.0
0.0;105.0;0.0;0.0;0.0;1.0
148.0;0.0;78.0;24.0;1.0;0.0
0.0;0.0;0.0;60.0;0.0;0.0
146.0;0.0;0.0;90.0;1.0;0.0
144.0;0.0;13.0;114.0;1.0;0.0
0.0;147.0;73.0;0.0;0.0;1.0
0.0;0.0;0.0;39.0;0.0;0.0
143.0;0.0;48.0;64.0;1.0;0.0
0.0;0.0;0.0;91.0;0.0;0.0
0.0;122.0;18.0;0.0;0.0;1.0
87.48076923076923;0.0;1.4807692307692264;26.0;1.0;0.0
150.2596153846154;0.0;29.740384615384613;49.0;1.0;0.0
150.2596153846154;0.0;81.0;80.0;1.0;0.0
0.0;0.0;0.0;105.0;0.0;0.0
0.0;129.0;26.0;0.0;0.0;1.0
138.0;0.0;51.0;32.0;1.0;0.0
0.0;0.0;0.0;65.0;0.0;0.0
0.0;97.0;0.0;0.0;0.0;1.0
115.0;0.0;22.0;42.0;1.0;0.0
0.0;73.0;0.0;0.0;0.0;1.0
149.48076923076923;0.0;2.4807692307692264;33.0;1.0;0.0
150.2596153846154;0.0;37.74038461538461;51.0;1.0;0.0
150.2596153846154;0.0;93.0;78.0;1.0;0.0
0.0;0.0;0.0;106.0;0.0;0.0
0.0;143.0;27.0;0.0;0.0;1.0
150.0;0.0;81.0;37.0;1.0;0.0
0.0;0.0;0.0;71.0;0.0;0.0
130.7403846153846;0.0;38.74038461538461;107.0;1.0;0.0
0.0;138.2596153846154;98.0;0.7403846153846132;0.0;1.0
0.0;0.0;0.0;31.740384615384613;0.0;0.0
150.2596153846154;0.0;25.259615384615387;62.74038461538461;1.0;0.0
0.0;86.74038461538461;0.0;0.0;0.0;1.0
143.7403846153846;0.0;40.74038461538461;32.0;1.0;0.0
150.2596153846154;0.0;87.0;64.0;1.0;0.0
0.0;0.0;0.0;95.0;0.0;0.0
141.7403846153846;0.0;40.74038461538461;128.0;1.0;0.0
0.0;150.2596153846154;107.0;5.740384615384613;0.0;1.0
0.0;0.0;0.0;35.74038461538461;0.0;0.0
