xp_sol;xr_sol;sp_sol;sr_sol;yp_sol;yr_sol
123.0;0.0;4.0;61.0;1.0;0.0
0.0;115.0;0.0;0.0;0.0;1.0
145.3846153846154;0.0;35.38461538461539;48.0;1.0;0.0
0.0;90.0;40.38461538461539;0.0;0.0;1.0
151.6153846153846;0.0;109.0;49.0;1.0;0.0
0.0;0.0;0.0;89.0;0.0;0.0
0.0;110.38461538461539;11.384615384615387;19.615384615384613;0.0;1.0
151.6153846153846;0.0;0.0;65.61538461538461;1.0;0.0
151.3846153846154;0.0;45.38461538461539;102.61538461538461;1.0;0.0
0.0;148.6153846153846;98.0;0.0;0.0;1.0
0.0;0.0;0.0;50.0;0.0;0.0
109.0;0.0;0.0;81.0;1.0;0.0
0.0;124.0;42.0;6.0;0.0;1.0
149.0;0.0;93.0;50.0;1.0;0.0
0.0;0.0;0.0;99.0;0.0;0.0
0.0;146.0;58.0;0.0;0.0;1.0
0.0;0.0;0.0;49.0;0.0;0.0
0.0;100.38461538461539;14.384615384615387;11.615384615384613;0.0;1.0
98.38461538461539;0.0;2.7692307692307736;65.61538461538461;1.0;0.0
151.6153846153846;0.0;3.384615384615387;107.61538461538461;1.0;0.0
0.0;151.6153846153846;87.0;0.0;0.0;1.0
0.0;0.0;0.0;56.0;0.0;0.0
0.0;108.0;21.0;4.0;0.0;1.0
109.0;0.0;0.0;67.0;1.0;0.0
0.0;122.0;0.0;0.0;0.0;1.0
92.0;0.0;0.0;55.0;1.0;0.0
144.0;0.0;23.0;74.0;1.0;0.0
0.0;131.0;67.0;0.0;0.0;1.0
0.0;0.0;0.0;58.0;0.0;0.0
121.0;0.0;22.0;101.0;1.0;0.0
0.0;144.0;76.0;0.0;0.0;1.0
0.0;0.0;0.0;54.0;0.0;0.0
131.76923076923077;0.0;10.769230769230774;90.0;1.0;0.0
0.0;151.6153846153846;31.384615384615387;0.3846153846153868;0.0;1.0
151.6153846153846;0.0;84.0;56.38461538461539;1.0;0.0
0.0;0.0;0.0;115.38461538461539;0.0;0.0
0.0;149.0;85.0;25.384615384615387;0.0;1.0
0.0;0.0;0.0;66.38461538461539;0.0;0.0
0.0;113.76923076923077;15.769230769230774;0.6153846153846132;0.0;1.0
101.23076923076923;0.0;0.0;50.61538461538461;1.0;0.0
0.0;88.0;0.0;8.615384615384613;0.0;1.0
128.76923076923077;0.0;7.769230769230774;56.61538461538461;1.0;0.0
151.6153846153846;0.0;40.38461538461539;103.61538461538461;1.0;0.0
0.0;151.6153846153846;69.0;4.0;0.0;1.0
0.0;0.0;0.0;36.0;0.0;0.0
0.0;91.0;0.0;0.0;0.0;1.0
119.0;0.0;0.0;50.0;1.0;0.0
0.0;97.0;0.0;9.0;0.0;1.0
122.0;0.0;8.0;45.0;1.0;0.0
0.0;89.0;0.0;0.0;0.0;1.0
144.0;0.0;0.0;51.0;1.0;0.0
0.0;87.0;0.0;14.0;0.0;1.0
